SCORE,OpenCriticURL,SaleEnds,SaleStarted,LowestPrice,MainStory,MainExtra,Completionist,PlusPrice,PlusDiscount,PlusPercentOff,Publisher,ReleaseDate,genre,PercentOff,Title,OriginalTitle,Slug,id,Image,IsPS4,IsPS5,Popularity,CampaignName,CampaignCategoryId,Region,url,platform,ESRBRating,MexPrice,idPrice,idSalePrice,inPrice,inSalePrice,sgPrice,sgSalePrice,trPrice,trSalePrice,usPrice,usSalePrice,hkPrice,hkSalePrice
,,2026-10-07T14:59:00.000Z,2026-09-23,/game/118992,,,,,,,,0000-00-00,Shooter,60%,KAWAII SLIME ARENA,"KAWAII SLIME ARENA PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",kawaii-slime-arena-ps4-ps5,JP0078-PPSA12371_00-KAWAIISLIMEARENA,https://image.api.playstation.com/vulcan/ap/rnd/202211/0811/vynYF1ps4KGumhZtCrwqptqC.png?w=200,1,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/JP0078-PPSA12371_00-KAWAIISLIMEARENA,Playstation,TRD,null,92130,36852,,,7.85,3.14,,,,,47.00,18.80
,,2026-10-07T14:59:00.000Z,2026-09-23,/game/110000,,,3,,,,,0000-00-00,Shooter,30%,Succubus With Guns,"Succubus With Guns (Simplified Chinese, English, Japanese)",succubus-with-guns-ps5,HP1792-PPSA08130_00-SYPS5SUCCUBUSGUN,https://image.api.playstation.com/vulcan/ap/rnd/202210/1610/Mjw3rAvpmdJZ8XH5pLbgAm8w.png?w=200,0,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/HP1792-PPSA08130_00-SYPS5SUCCUBUSGUN,Playstation,TRD,null,154290,108003,832,582,13.14,9.19,34900,24430,9.99,6.99,78.00,54.60
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Shooter,60%,Star Hunter DX,"Star Hunter DX (English, Japanese)",star-hunter-dx-ps4,JP0211-CUSA28495_00-3345563548324215,https://image.api.playstation.com/vulcan/ap/rnd/202106/2402/DC8jgBPFbbshppojeciVloCf.png?w=200,1,0,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/JP0211-CUSA28495_00-3345563548324215,Playstation,TRD,null,154290,61716,749,299,13.14,5.25,38700,15480,9.99,3.99,78.00,31.20
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Shooter,90%,Wing of Darkness,"Wing of Darkness (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",wing-of-darkness-ps4,JP5784-CUSA24276_00-00WINGOFDARKNESS,https://image.api.playstation.com/vulcan/ap/rnd/202105/1104/9Ap4UKDFB1YudmNnGj16WWaE.png?w=200,1,0,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/JP5784-CUSA24276_00-00WINGOFDARKNESS,Playstation,TRD,null,476190,47619,2497,249,42.68,4.26,1.29900,12990,29.99,2.99,268.00,26.80
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Shooter, Strategy",80%,Worms Rumble - Digital Deluxe Edition,"Worms Rumble - Digital Deluxe Edition PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",worms-rumble-deluxe-edition-ps4-ps5,EP4064-PPSA01526_00-8116493512326943,https://image.api.playstation.com/vulcan/ap/rnd/202011/0616/dXLq57DLjKILKNjYfWZWHeMj.png?w=200,1,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/EP4064-PPSA01526_00-8116493512326943,Playstation,TRD,null,315240,63048,1748,349,30.66,6.13,76900,15380,21.99,4.39,161.00,32.20
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Shooter,70%,Mars: Chaos Menace,Mars: Chaos Menace (English/Chinese/Korean/Japanese Ver.),mars-chaos-menace-ps4,JP0078-CUSA15458_00-ASIA000000000000,https://image.api.playstation.com/vulcan/img/cfn/11307A8Zf-0FO0xwHTXsT8EHRvwGEeJhqOxR9dT4fsPRoAw48tLBhbCuu2aIzv8LEX9EXvkmr_c4N095iKnruHZJ-_sbxE4W.png?w=200,1,0,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/JP0078-CUSA15458_00-ASIA000000000000,Playstation,TRD,null,150960,45288,,,15.07,4.52,,,,,78.00,23.40
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Shooter,60%,Pawarumi,Pawarumi (English/Chinese/Korean/Japanese Ver.),pawarumi-ps4,JP0078-CUSA18128_00-ASIA000000000000,https://image.api.playstation.com/vulcan/img/cfn/11307qFFX9ToGSj_9SRPBnXpPtuwthDd_kjAVaa4fU8YANUwUGGue5HrYOuww86TCQJXyImat6xAr9ac7_zTNW-mEaMd-O20.png?w=200,1,0,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/JP0078-CUSA18128_00-ASIA000000000000,Playstation,TRD,null,233100,93240,,,20.88,8.35,,,,,118.00,47.20
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Shooter,75%,Monkey King: Master of the Clouds,Monkey King: Master of the Clouds (English Ver.),monkey-king-master-of-the-clouds-ps4,UP2035-CUSA13899_00-ASIAEYKING000001,https://image.api.playstation.com/cdn/UP2035/CUSA13899_00/GP6lgL8F8U70e7E2hsvJgbSKpzGBav9VPibAb378oeRU7QEm5wRaOdGQXRlXKvjF.png?w=200,1,0,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/UP2035-CUSA13899_00-ASIAEYKING000001,Playstation,TRD,null,82140,20535,415,103,7.64,1.91,17500,4375,,,39.00,9.75
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Strategy,15%,Star Trek: Voyager - Across the Unknown - Captain's Collection,"Star Trek: Voyager - Across the Unknown - Captain's Collection (Simplified Chinese, English, Japanese)",star-trek-voyager-across-the-unknown-captains-collection-ps5,UB1685-PPSA30648_00-STVATUCAPTAINPS5,https://image.api.playstation.com/vulcan/ap/rnd/202606/3008/f6543c19d97f71115a030e229af7010d8213696dc2fae295.png?w=200,0,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/UB1685-PPSA30648_00-STVATUCAPTAINPS5,Playstation,TRD,null,1108890,942556,5827,4952,99.74,84.77,2.99900,2.54915,69.99,59.49,568.00,482.80
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Strategy,20%,IRON GUARD: Day Zero,"IRON GUARD: Day Zero (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",iron-guard-day-zero-ps5,UP7168-PPSA37247_00-0790416802463630,https://image.api.playstation.com/vulcan/ap/rnd/202604/2023/47609116f02e7d6ed2bad90f5c06d3ee7200dad1bcb30a6e.png?w=200,0,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/UP7168-PPSA37247_00-0790416802463630,Playstation,TRD,null,76590,61272,415,332,7.03,5.62,21500,17200,4.99,3.99,38.00,30.40
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Strategy,25%,IRON GUARD VR Bundle,"IRON GUARD VR Bundle (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",iron-guard-vr-bundle-ps5,UP7168-PPSA29572_00-0916168297335172,https://image.api.playstation.com/vulcan/ap/rnd/202604/1609/a0d277a0ffe0bb2ab988e54349bbad36af8b6552b49472ef.png?w=200,0,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/UP7168-PPSA29572_00-0916168297335172,Playstation,TRD,null,387390,290542,,,35.54,26.65,,,,,198.00,148.50
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Strategy,40%,Countless Army,"Countless Army (Simplified Chinese, English, Japanese)",countless-army-ps5,JB1717-PPSA33606_00-0870774375499753,https://image.api.playstation.com/vulcan/ap/rnd/202509/2213/a6c60977fbde60e206545de961003e03bd35674de6fe0d1d.png?w=200,0,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/JB1717-PPSA33606_00-0870774375499753,Playstation,TRD,null,76590,45954,832,499,13.14,7.88,42900,25740,9.99,5.99,78.00,46.80
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Strategy,30%,Deathless. The Hero Quest,"Deathless. The Hero Quest (Simplified Chinese, English, Japanese)",deathless-the-hero-quest-ps5,EP2552-PPSA31106_00-DEATHLESS0000001,https://image.api.playstation.com/vulcan/ap/rnd/202507/2910/bf7529e5654c7467ec72d338319113808fef8d35109df412.png?w=200,0,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/EP2552-PPSA31106_00-DEATHLESS0000001,Playstation,TRD,null,387390,271173,2081,1456,35.54,24.87,1.07900,75530,24.99,17.49,198.00,138.60
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Strategy,50%,Elemental War Clash,"Elemental War Clash (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",elemental-war-clash-ps5,EP8073-PPSA26167_00-ELEMENTALWARCLAS,https://image.api.playstation.com/vulcan/ap/rnd/202409/2317/59f9c8986e4bdf61cb6e6e8dc83d2fe113506d937bc28f44.png?w=200,0,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/EP8073-PPSA26167_00-ELEMENTALWARCLAS,Playstation,TRD,null,309690,154845,1664,832,28.42,14.21,84900,42450,19.99,9.99,148.00,74.00
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Strategy,60%,Chessarama,"Chessarama (English, Korean, Japanese)",chessarama-ps5,UP8686-PPSA24646_00-0597483719868084,https://image.api.playstation.com/vulcan/ap/rnd/202411/1320/bd7160eb88a405a8524c5f56f9b2ba921220ed21fe1e881f.png?w=200,0,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/UP8686-PPSA24646_00-0597483719868084,Playstation,TRD,null,220890,88356,1248,499,20.27,8.10,52500,21000,14.99,5.99,108.00,43.20
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Strategy,60%,Luck be a Landlord,"Luck be a Landlord (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese)",luck-be-a-landlord-ps4,EB0796-CUSA48741_00-0012254895480729,https://image.api.playstation.com/vulcan/ap/rnd/202409/1111/272c9bf3bf805f9883953b394c12323d220ed9c9325354c1.png?w=200,1,0,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/EB0796-CUSA48741_00-0012254895480729,Playstation,TRD,null,220890,88356,1248,499,20.27,8.10,52500,21000,14.99,5.99,108.00,43.20
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Strategy,65%,Shadow Tactics: Aiko's Choice,"Shadow Tactics: Aiko's Choice (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",shadow-tactics-aikos-choice-ps5,EP8923-PPSA18379_00-AIKOSCHOICEPS5EU,https://image.api.playstation.com/vulcan/ap/rnd/202402/2213/20165cd79e88f65bd2db6a15034fb660830df2edd6be12b3.png?w=200,0,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/EP8923-PPSA18379_00-AIKOSCHOICEPS5EU,Playstation,TRD,null,309690,108391,1664,582,28.42,9.94,69900,24465,19.99,6.99,148.00,51.80
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Strategy,90%,Rough Justice: '84,"Rough Justice: '84 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",rough-justice-84-ps4-ps5,EP8923-PPSA16246_00-RJ840000000EUPS5,https://image.api.playstation.com/vulcan/ap/rnd/202310/1614/688858dc09d144d9629a0d125fabab0a826af69aee1f3f31.png?w=200,1,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/EP8923-PPSA16246_00-RJ840000000EUPS5,Playstation,TRD,null,309690,30969,1664,166,28.42,2.84,69900,6990,19.99,1.99,148.00,14.80
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Strategy,85%,Godlike Burger,"Godlike Burger (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",godlike-burger-ps4-ps5,EP8923-PPSA13620_00-0811423573521356,https://image.api.playstation.com/vulcan/ap/rnd/202205/1110/oLMBzJmubHEnyWtx3Ex3LY16.png?w=200,1,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/EP8923-PPSA13620_00-0811423573521356,Playstation,TRD,null,309690,46453,1664,249,28.42,4.26,69900,10485,19.99,2.99,148.00,22.20
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Strategy,75%,Moving Out 2 - Deluxe Edition,"Moving Out 2 - Deluxe Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",moving-out-2-deluxe-edition-ps4-ps5,EP4064-CUSA34284_00-MOVINGOUT2DX0000,https://image.api.playstation.com/vulcan/ap/rnd/202309/2013/1bbc44923fc156af3bfa5f5470e8fa3345ea61514ac18759.png?w=200,1,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/EP4064-CUSA34284_00-MOVINGOUT2DX0000,Playstation,TRD,null,525030,131257,2247,561,47.13,11.78,1.14900,28725,32.99,8.24,256.00,64.00
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Strategy,80%,Moving Out + Moving Out 2 Bundle,"Moving Out + Moving Out 2 Bundle (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",moving-out-+-moving-out-2-bundle-ps4-ps5,EP4064-CUSA34284_00-MOVINGOUTBUNDLE0,https://image.api.playstation.com/vulcan/ap/rnd/202307/1913/76253dff39ac4db962aaadbde255cbbe258b2b3ae049c22a.png?w=200,1,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/EP4064-CUSA34284_00-MOVINGOUTBUNDLE0,Playstation,TRD,null,698190,139638,3746,749,63.05,12.61,1.57500,31500,44.99,8.99,348.00,69.60
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Strategy,80%,Townsmen - A Kingdom Rebuilt,Townsmen - A Kingdom Rebuilt (English/Chinese/Japanese Ver.),townsmen-a-kingdom-rebuilt-ps4,UP0977-CUSA15705_00-TAKRBASEGAMEUS00,https://image.api.playstation.com/vulcan/img/cfn/11307mxGC2YZNylPDig84lqbzDTFvGxyqWtSomWHDkShqy7AchEv-UDHw5Jw4aPcEk-66Nut3yy0bPnDbhf9PO9HG8IXm5PO.png?w=200,1,0,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/UP0977-CUSA15705_00-TAKRBASEGAMEUS00,Playstation,TRD,null,476190,95238,,,42.68,8.53,,,,,238.00,47.60
,,2026-10-07T14:59:00.000Z,2026-09-23,/game/115368,,,,,,,,0000-00-00,Strategy,65%,Prison Tycoon™: Under New Management,Prison Tycoon™: Under New Management (English),prison-tycoon-under-new-management-ps4,HP6244-CUSA34279_00-2279991665217097,https://image.api.playstation.com/vulcan/ap/rnd/202209/1213/Qnr4QJea66uLkq35cBipb5Jj.png?w=200,1,0,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/HP6244-CUSA34279_00-2279991665217097,Playstation,TRD,null,387390,135586,2081,728,35.54,12.43,1.07900,37765,24.99,8.74,198.00,69.30
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Strategy,75%,Amazing Superhero Squad,Amazing Superhero Squad (English),amazing-superhero-squad-ps5,HP1792-PPSA07869_00-SYPS5AMAZINGSUPE,https://image.api.playstation.com/vulcan/ap/rnd/202204/1515/31HkFqMaWr9FDPoZ5NOzgaAT.png?w=200,0,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/HP1792-PPSA07869_00-SYPS5AMAZINGSUPE,Playstation,TRD,null,76590,19147,582,145,7.03,1.75,24500,6125,6.99,1.74,38.00,9.50
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Horror,30%,Anthology of The Killer,Anthology of The Killer (English),anthology-of-the-killer-ps5,EP2537-PPSA31224_00-0584138378410040,https://image.api.playstation.com/vulcan/ap/rnd/202506/1013/a78250ed56bce943c0fc1d3c3713c1e3b398927b3de25987.png?w=200,0,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/EP2537-PPSA31224_00-0584138378410040,Playstation,TRD,null,154290,108003,665,465,13.14,9.19,34300,24010,7.99,5.59,78.00,54.60
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Horror,25%,The Occultist - Deluxe Edition,"The Occultist - Deluxe Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",the-occultist-deluxe-edition-ps5,EP8923-PPSA25180_00-OCCULTIST0DLXPS5,https://image.api.playstation.com/vulcan/ap/rnd/202603/2415/966660158a509c8eb8c2f0f11e3fe670ba97b0f998bf8379.png?w=200,0,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/EP8923-PPSA25180_00-OCCULTIST0DLXPS5,Playstation,TRD,null,642690,482017,2499,1874,55.93,41.94,1.74900,1.31175,39.99,29.99,308.00,231.00
,,2026-10-07T14:59:00.000Z,2026-09-23,/game/152048,,,,,,,,0000-00-00,Horror,20%,LOVE ETERNAL,"LOVE ETERNAL (Simplified Chinese, English, Korean, Japanese)",love-eternal-ps4,UP2251-CUSA52815_00-0631046602862782,https://image.api.playstation.com/vulcan/ap/rnd/202601/2716/5da57f8f1c71feab7b7cf907b515b40e9cc58bf51bae13dd.png?w=200,1,0,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/UP2251-CUSA52815_00-0631046602862782,Playstation,TRD,null,76590,61272,832,665,13.14,10.51,42900,34320,9.99,7.99,78.00,62.40
,,2026-10-07T14:59:00.000Z,2026-09-23,/game/152048,,,,,,,,0000-00-00,Horror,20%,LOVE ETERNAL,"LOVE ETERNAL (Simplified Chinese, English, Korean, Japanese)",love-eternal-ps5,UP2251-PPSA33425_00-0522571406401273,https://image.api.playstation.com/vulcan/ap/rnd/202601/2716/5da57f8f1c71feab7b7cf907b515b40e9cc58bf51bae13dd.png?w=200,0,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/UP2251-PPSA33425_00-0522571406401273,Playstation,TRD,null,76590,61272,832,665,13.14,10.51,42900,34320,9.99,7.99,78.00,62.40
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Horror,20%,Dark Atlas: Infernum,"Dark Atlas: Infernum (Simplified Chinese, English, Japanese, Traditional Chinese)",dark-atlas-infernum-ps5,JP0211-PPSA33914_00-0111529861606057,https://image.api.playstation.com/vulcan/ap/rnd/202510/0609/9d8f2d97902df50c1896cfe38528a5da7fb930564182cfff.png?w=200,0,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/JP0211-PPSA33914_00-0111529861606057,Playstation,TRD,null,220890,176712,,,20.27,16.21,,,,,108.00,86.40
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Horror,20%,Garten of Banban 8: Anti Devil,"Garten of Banban 8: Anti Devil (Simplified Chinese, English, Korean, Japanese)",garten-of-banban-8-anti-devil-ps4,UP3528-CUSA57141_00-0296323415920971,https://image.api.playstation.com/vulcan/ap/rnd/202509/0213/80cdba4820c2d97657586b6c8d0b352906bc551ac0658c68.png?w=200,1,0,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/UP3528-CUSA57141_00-0296323415920971,Playstation,TRD,null,154290,123432,832,665,13.14,10.51,42900,34320,9.99,7.99,78.00,62.40
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Horror,20%,Garten of Banban 8: Anti Devil,"Garten of Banban 8: Anti Devil (Simplified Chinese, English, Korean, Japanese)",garten-of-banban-8-anti-devil-ps5,HP3473-PPSA33175_00-0828266374849832,https://image.api.playstation.com/vulcan/ap/rnd/202509/0213/80cdba4820c2d97657586b6c8d0b352906bc551ac0658c68.png?w=200,0,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/HP3473-PPSA33175_00-0828266374849832,Playstation,TRD,null,154290,123432,832,665,13.14,10.51,42900,34320,9.99,7.99,78.00,62.40
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Horror,40%,Saborus,"Saborus (Simplified Chinese, English, Japanese)",saborus-ps4-ps5,EP0546-PPSA30691_00-SABORUSQUBYPS5EU,https://image.api.playstation.com/vulcan/ap/rnd/202511/0100/49ce2f360e00ebf5d15f7a79c3700daa768b3223fba9ad15.png?w=200,1,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/EP0546-PPSA30691_00-SABORUSQUBYPS5EU,Playstation,TRD,null,220890,132534,1248,686,20.27,12.16,64900,35695,14.99,8.24,108.00,64.80
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Horror,40%,Dollmare,"Dollmare (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",dollmare-ps5,HP3473-PPSA31131_00-0618531180030153,https://image.api.playstation.com/vulcan/ap/rnd/202507/2211/c32408706566c7528eed8b88ce8a3e0d820e993b4834fe20.png?w=200,0,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/HP3473-PPSA31131_00-0618531180030153,Playstation,TRD,null,76590,45954,415,249,7.03,4.21,21500,12900,4.99,2.99,38.00,22.80
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Horror,40%,Dollmare,"Dollmare (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",dollmare-ps4,EP3385-CUSA55336_00-0692333390130364,https://image.api.playstation.com/vulcan/ap/rnd/202507/2211/c32408706566c7528eed8b88ce8a3e0d820e993b4834fe20.png?w=200,1,0,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/EP3385-CUSA55336_00-0692333390130364,Playstation,TRD,null,76590,45954,415,249,7.03,4.21,21500,12900,4.99,2.99,38.00,22.80
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Horror,50%,Plaguetrix,Plaguetrix (English),plaguetrix-ps5,EP2919-PPSA34026_00-0263105694841978,https://image.api.playstation.com/vulcan/ap/rnd/202510/1309/0192e7b8af450b29273a90d2d5bd7cf285986985e0520ade.png?w=200,0,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/EP2919-PPSA34026_00-0263105694841978,Playstation,TRD,null,16650,8325,41,20,1.43,0.71,2100,1050,0.49,0.24,9.00,4.50
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Horror,30%,The Cabin Factory,"The Cabin Factory (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",the-cabin-factory-ps4,UP3528-CUSA55100_00-0688640387812770,https://image.api.playstation.com/vulcan/ap/rnd/202506/1014/7b6ea96e448c16763324608bb2a9992c3ad7078312728dba.png?w=200,1,0,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/UP3528-CUSA55100_00-0688640387812770,Playstation,TRD,null,48840,34188,249,174,4.40,3.08,12900,9030,2.99,2.09,27.00,18.90
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Horror,30%,The Cabin Factory,"The Cabin Factory (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",the-cabin-factory-ps5,HP3473-PPSA30840_00-0956996435212212,https://image.api.playstation.com/vulcan/ap/rnd/202506/1014/7b6ea96e448c16763324608bb2a9992c3ad7078312728dba.png?w=200,0,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/HP3473-PPSA30840_00-0956996435212212,Playstation,TRD,null,48840,34188,249,174,4.40,3.08,12900,9030,2.99,2.09,27.00,18.90
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Horror, Simulator",33%,Creepy Shift: Roadside Diner,"Creepy Shift: Roadside Diner (Simplified Chinese, English, Korean, Japanese)",creepy-shift-roadside-diner-ps5,EP5568-PPSA32036_00-0000084634482503,https://image.api.playstation.com/vulcan/ap/rnd/202509/2514/d4a3c0e497c49896d8160ad50e03874393172283ea93183b.png?w=200,0,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/EP5568-PPSA32036_00-0000084634482503,Playstation,TRD,null,154290,103374,998,668,13.14,8.80,51500,34505,9.99,6.69,78.00,52.26
,,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Horror,50%,Bad Cheese,"Bad Cheese (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",bad-cheese-ps4,UP3528-CUSA56338_00-0503876580423385,https://image.api.playstation.com/vulcan/ap/rnd/202410/1712/eafecd3b28b03ff02ff4ee11d1a7eca88e5889234cc54f8c.png?w=200,1,0,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/UP3528-CUSA56338_00-0503876580423385,Playstation,TRD,null,233100,116550,1082,541,17.10,8.55,54900,27450,12.99,6.49,100.00,50.00
